freq,psd_x,psd_y,psd_z,psd_xyz
161.7,3.244e+03,1.712e+03,1.287e+03,6.243e+03
163.3,3.090e+03,1.890e+03,1.411e+03,6.391e+03
164.9,3.274e+03,2.017e+03,1.475e+03,6.766e+03
166.5,3.262e+03,1.759e+03,1.598e+03,6.618e+03
168.0,2.836e+03,1.732e+03,1.949e+03,6.517e+03
169.6,2.180e+03,2.207e+03,2.554e+03,6.941e+03
171.2,1.681e+03,3.289e+03,4.669e+03,9.639e+03
172.8,1.318e+03,4.311e+03,7.896e+03,1.352e+04
174.4,9.822e+02,2.934e+03,4.780e+03,8.697e+03
176.0,7.579e+02,2.045e+03,3.181e+03,5.983e+03
177.6,1.345e+03,1.890e+03,2.637e+03,5.872e+03
179.1,1.342e+03,1.961e+03,2.100e+03,5.404e+03
180.7,4.257e+02,2.057e+03,1.741e+03,4.224e+03
182.3,4.872e+02,5.009e+03,5.045e+03,1.054e+04
183.9,3.120e+04,9.834e+05,1.222e+06,2.236e+06
185.5,1.067e+05,3.367e+06,4.191e+06,7.665e+06
187.1,2.139e+04,6.434e+05,8.027e+05,1.468e+06
188.7,1.021e+03,1.873e+03,2.222e+03,5.116e+03
190.2,1.123e+03,1.365e+03,1.609e+03,4.098e+03
191.8,1.167e+03,1.297e+03,1.431e+03,3.895e+03
193.4,1.019e+03,1.211e+03,1.426e+03,3.656e+03
195.0,1.018e+03,7.628e+03,1.152e+04,2.017e+04
196.6,4.172e+04,1.792e+06,2.731e+06,4.564e+06
198.2,1.575e+05,6.944e+06,1.058e+07,1.768e+07
199.8,3.603e+04,1.578e+06,2.409e+06,4.023e+06
